user_id,session_id,subscription_type,user_journey
416252,2057960-2124136-2151144-2453595-2486844-2537241-2547195-2547592-2564351-2570625-2593144-2624408-2674314-2675257-3615558-3615870-3615929,Annual,Other-Log in-Career track certificate-Log in-Course certificate-Log in-Other-Homepage-Log in-Checkout
417291,2071034-2072189-2154473-2191440-2194126-2218852-2239540-2259656-2407617-2454111-2588634-2684273-2724436-2829701-2960798-2962349-3028509-3133322-4265308-4473304-4658587-4658683-4658790-4669415-4810942-4837477-4837622-4837700,Annual,Log in-Career track certificate-Log in-Homepage-Log in-Homepage-Log in-Other-Log in-Homepage-Log in-Homepage-Log in-Other-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Coupon-Sign up-Checkout-Coupon-Checkout
419662,2100644-2151390-2309239-2368557-2368908-2387642-2455167-2493979-2497778-2512785-2542346-2556766-2591246-2596262-2932597-3004329-3200477-3200569-3232785-3354169-3382824-3382837-3382859-3382867-3382922-3390033-3392451-3393149-3394129-3455155-3720432-3723863-3725889-3732385-3733282-3746416-3765579-3782451-3786052-3815299-3824534-3843042-3854049-3860413-3872769-3887683-3889654-3891691-3902031-3936988-3957802-3973070-3990277-4005627-4020207-4054639-4060672-4072208-4093677-4107201-4126095-4131170-4138322-4150782-4164005-4169989-4170059-4170154-4170306-4225506-4225558-4225958-4230511-4230628-4230827-4242384-4247362-4264005-4277104-4303350-4338596-4354062-4378592-4402418-4413842-4413912-4419388-4464303-4485354-4488683-4509489-4524673-4553764-4589886-4618180-4633568-4634696-4642366-4664158-4692025-4711724-4731972-4747420-4770582-4787544-4809128,Annual,Other-Log in-Resources center-Log in-Other-Resources center-Other-Resources center-Courses-Sign up-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Log in-Resources center-Log in-Homepage-Log in-Resources center-Log in-Other-Log in-Checkout-Log in-Other-Checkout
422145,1925143-2128568-2149995-2456410-3097083-3770887-3781618,Annual,Homepage-Sign up-Log in-Sign up-Log in-Homepage-Course certificate-Coupon
422502,2132169-3585870-3585922-3589491-3589527-3590842-3607936-3607939,Annual,Other-Homepage-Courses-Sign up-Homepage-Career tracks-Courses-Sign up-Courses-Log in-Courses-Log in-Courses-Log in-Courses-Log in-Coupon
424430,2156196-2307877-3505593-3505889,Monthly,Log in-Checkout
424647,2158931-2254910-2254919-2254921-2278426-2583145-2819508-3241219-3406307-3412266-3412267-3435101-3435421-3435579-3435914-3435934-3435983-3436472-3436487,Annual,Other-Log in-Homepage-Sign up-Log in-Homepage-Career tracks-Sign up-Log in-Checkout-Coupon
425604,2170436-2203068-2203086-2203125-2203198-2209583-2210996-2243562-2262898-2314402-2348710-2351933-2388268-2409812-2414944-2437179-2438101-2453591-2602131-2890223-2938269-3246618-3263895-3267176-3279196-4286934-4287055-4287144-4330154-4352991-4379726-4525980-4810064-4826155-4828232,Annual,Other-Homepage-Log in-Homepage-Log in-Other-Career tracks-Log in-Other-Homepage-Log in-Sign up-Log in-Coupon
426125,2176696-2258897-2363363-2396695-2399685-4595431-4841617-4841640-4841647-4842551-4842558-4842759-4842969-4843416-4843648-4843663-4843668,Annual,Checkout-Log in-Homepage-Log in-Coupon-Homepage-Sign up-Log in-Checkout-Log in-Checkout
426242,2178055-2178416-3650173-4518695-4832760,Annual,Homepage-Career tracks-Courses-Log in-Coupon-Log in-Checkout
426843,2186148-2186381-3112460-3317995-3988132-3988141-3989584-4009322-4017097,Annual,Homepage-Courses-Upcoming courses-Pricing-Resources center-Other-Log in-Homepage-Log in-Homepage-Sign up-Log in-Homepage-Log in-Checkout
427084,2189979-2294721-2294774-2483735-2894352-3311363-3383781-3383829,Monthly,Other-Homepage-Log in-Homepage-Pricing-Log in-Coupon
430496,2229860-2229873-2588678-2800358-2845031-3158751-3517823-3517849-3517850-3517855-3517882-3518495-3518632-3551400-3583362-3583408-3583504-3583540,Monthly,Homepage-Career track certificate-Other-Log in-Homepage-Log in-Courses-Log in-Homepage-Log in-Checkout
431537,2247052-2266431-2266843-2319813-2320297-2534437-3153566-3153638-3153684-3153701-3470494-3471547-3471580-3471591,Monthly,Other-Homepage-Log in-Other-Log in-Homepage-Courses-Pricing-Courses-Sign up-Homepage-Log in-Other-Log in-Homepage-Pricing-Sign up-Log in-Other-Log in-Checkout
431959,2252573-3063057-3480506-3482484,Monthly,Other-Log in-Checkout
432001,2252936-2253820-2254395-2375914-2696888-2697438-3661347-3667648-3667674,Annual,Other-Checkout-Homepage-Log in-Coupon-Log in-Checkout
432224,2255405-3620689,Annual,Other-Coupon
433243,737872-737938-2270728-2502567-2544764-2656768-2970013-3300068-3899212-4803995-4805768-4824632-4824848-4839637-4839661-4839728-4839790-4839874-4839937-4841143-4841174-4841551-4841631-4841649-4841790,Annual,Homepage-Course certificate-Sign up-Homepage-Courses-Sign up-Homepage-Courses-Other-Log in-Homepage-Courses-Checkout-Coupon-Checkout
434169,2282664-2312107-2367034-2535802-2575312-2591979-2629151-2696985-2714516-2734276-2734583-3615916-3615933,Annual,Other-Log in-Checkout-Log in-Checkout
434675,1851098-2051882-2056647-2063049-2289833-2289907-3594215,Annual,Other-Log in-Career tracks-Courses-Career tracks-Courses-Sign up-Homepage-Log in-Coupon
434958,2293517-3769883-3770014-3772084-3772190-3772241-3772278-3781572,Annual,Other-Coupon
435391,2298769-2311331-2432971-2433160-2433193-2608623-3518984-3523355-3535334-3536848-3536892-3536912-3536971,Monthly,Homepage-Pricing-Sign up-Homepage-Log in-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
436554,2315331-2315365-2928324-3392109-4734135-4792507-4820462-4820475-4820771,Annual,Homepage-Pricing-Career tracks-Courses-Career tracks-Other-Resources center-Career track certificate-Homepage-Courses-Log in-Homepage-Pricing-Checkout-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Courses-Log in-Other-Log in-Checkout
437668,2332398-2337517-4667022-4667557-4667581,Annual,Other-Log in-Coupon-Homepage-Courses-Homepage-Log in-Coupon
437976,2337296-3067104-3184235-3611485-3611543-3628071,Monthly,Other-Checkout-Log in-Checkout
438159,2339763-3488996-4456671-4672178-4743511-4748064-4748338-4748503-4748570-4749638-4759142-4759188-4759815-4760695-4760738-4760871,Monthly,Log in-Homepage-Sign up-Other-Checkout-Log in-Other-Homepage-Log in-Homepage-Log in-Checkout-Log in-Checkout
439941,2368769-2381579-2422748-2459970-3587366,Annual,Career track certificate-Sign up-Log in-Coupon
441122,2388895-2577763-2873280-4426408-4821872,Annual,Career track certificate-Pricing-Sign up-Log in-Homepage-Log in-Checkout
444315,2442099-3625991,Annual,Other-Coupon
444322,1816439-2230872-2441763-2484468-2636792-2650243-2673244-2843600-3265090-3265149-3316366-3335749-3376601-3433571-3433630-3433687-3433758-3433784-3437245-3437275-3437288-3445404-3445442-3453628-3453664,Quarterly,Homepage-Log in-Homepage-Log in-Sign up-Log in-Homepage-Sign up-Log in-Homepage-Sign up-Log in-Checkout-Homepage-Log in-Homepage-Pricing-Checkout-Pricing-Log in-Homepage-Log in-Homepage-Log in-Checkout-Sign up-Homepage-Log in-Checkout-Log in-Homepage-Log in-Checkout-Sign up-Log in-Homepage-Log in-Homepage-Log in-Checkout
445812,2469522-2479488-2598075-2865360-2866929-2866930-2866959-2867006-2867019-2867031-2867035-2880462-3549248-3771968-4140426-4141557-4358749-4466513-4718308-4744962-4794904-4821560-4821572,Annual,Other-Log in-Other-Log in-Other-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
446564,2481885-2482014-4765837-4766611-4805291-4834821,Annual,Other-Homepage-Log in-Checkout-Homepage-Course certificate-Checkout
448260,2508950-2528952-2547643-2568852-2568974-2569174-2569498-2575999-2984303-3069979-3615593-3615897,Annual,Other-Log in-Homepage-Log in-Homepage-Log in-Homepage-Sign up-Checkout
448561,2513565-3884380-3923812-4737054-4737094-4737388,Annual,Sign up-Log in-Other
448776,2517070-2541126-2541134-2557837-2595021-2693864-2694144-2695243-2695249-2695798-2695971-2696023-2696454-2822226-2914875-3199779-3613745-3653694-3653968-3653997-3654066,Annual,Log in-Checkout-Course certificate-Log in-Checkout-Log in-Checkout-Log in-Courses-Sign up-Courses-Sign up-Log in-Courses-Resources center-Other-Sign up-Courses-Pricing-Checkout-Homepage-Log in-Checkout
451138,2555712-3524370-3532070-3549066,Monthly,Sign up-Homepage-Log in-Homepage-Log in-Other-Sign up-Log in-Checkout
451530,2564437-2651756-3583995,Annual,Other-Log in-Coupon
451998,2575028-3775035-3785602-3785883-3786174,Annual,Other-Sign up-Homepage-Log in-Checkout
452301,2587450-4081860-4166125-4704670-4813620,Annual,Checkout-Homepage-Pricing-Checkout-Homepage-Courses-Checkout
452465,2599110-3383251-3383349-3383637-3384850-3386097-3411549-3512561,Monthly,Sign up-Homepage-Career tracks-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Log in-Checkout
452803,2623456-4839350,Annual,Coupon
453232,2652865-3450722-3498551-3499085,Monthly,Sign up-Homepage-Sign up-Log in-Homepage-Log in-Checkout
453489,2284774-2407287-2553663-2667325-3293809-3611399-3616979-3634673,Annual,Log in-Sign up-Log in-Coupon-Checkout-Coupon
453696,2683363-2711551-3282300-3459359-3466289-3466293-3469877-3469883-3738090-3939258-3941673,Monthly,Career track certificate-Career tracks-Courses-Career tracks-Sign up-Career tracks-Courses-Homepage-Career track certificate-Career tracks-Courses-Pricing-Checkout-Homepage-Pricing-Career tracks-Homepage-Sign up-Homepage-Courses-Homepage-Sign up-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Sign up-Log in-Checkout
454131,2717276-2870363-2870379-3260495-3396204-3396219-3741182-3746698-3746705,Annual,Sign up-Homepage-Pricing-Log in-Checkout-Homepage-Log in-Homepage-Log in-Checkout-Homepage-Log in-Homepage-Log in-Checkout
454272,2410451-2410463-2412343-2452316-2727287-2909974-3602901-3603061-3603100-3603159-3611234,Annual,Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Courses-Log in-Homepage-Log in-Homepage-Pricing-Log in-Other-Log in-Homepage-Log in-Other-Log in-Other-Log in-Coupon
454460,2741412-2741875-2743450-2743778-2743843-2744255-2744270-2744348-2744388-2744441-3638833-3663960-3665478-3665504,Annual,Coupon-Log in-Sign up-Coupon-Log in-Checkout-Coupon
454551,1465378-2000092-2748777-2750403-2751592-2751628-2751756-2751816-2751907-2751950-2751979-2752044-2752181-2752293-2752307-2752427-2752506-2752610-2753212-2753313-2753345-2753906-2756649-2756958-2756977-2772014-2772050-3700113,Annual,Other-Homepage-Log in-Coupon-Log in-Coupon-Checkout-Homepage-Log in-Coupon-Checkout-Coupon-Checkout-Log in-Checkout-Coupon-Log in-Checkout-Log in-Checkout-Coupon
454643,2757950-2870195-2883843-2883854-2884371-2886412-2955489-3011927-3012210-3012295-3012369-3013110-3013119-3021010-3021061-3032044-3032048-3039132-3039198-3069431-3070353-3092798-3121939-3122078-3145929-3162015-3247526-3247579-3402588-3467807-3467876-3504220-3536493-3546733-3681732-3712792-3753595-3995808-4005429-4005431-4081439-4105117-4105129-4105175-4114094-4258492-4507395-4585505-4585665-4641668-4641695-4642081-4642090-4665228-4665365-4671192-4671202-4671321-4671478-4676632-4676649-4677023-4678030-4697522-4704049-4704061-4791013-4791083-4800241-4800244,Monthly,Coupon-Courses-Sign up-Homepage-Courses-Pricing-Courses-Pricing-Courses-Upcoming courses-Courses-Homepage-Sign up-Resources center-Upcoming courses-Courses-Upcoming courses-Courses-Homepage-Courses-Sign up-Log in-Checkout-Courses-Log in-Checkout-Homepage-Log in-Checkout-Homepage-Courses-Sign up-Log in-Checkout-Courses-Other-Homepage-Other-Log in-Checkout-Log in-Homepage-Log in-Homepage-Courses-Log in-Homepage-Courses-Homepage-Courses-Log in-Homepage-Resources center-Log in-Courses-Career track certificate-Course certificate-Upcoming courses-Course certificate-Upcoming courses-Course certificate-Pricing-Courses-Pricing-Courses-Sign up-Log in-Homepage-Courses-Homepage-Courses-Career tracks-Courses-Career tracks-Courses-Upcoming courses-Courses-Career tracks-Courses-Checkout-Homepage-Courses-Other-Courses-Log in-Sign up-Log in-Checkout-Courses-Homepage-Courses-Career tracks-Log in-Homepage-Career tracks-Courses-Career tracks-Log in-Checkout-Career tracks-Log in-Checkout-Career tracks-Log in-Checkout-Career tracks-Log in-Checkout-Other-Career tracks-Log in-Checkout-Other-Courses-Coupon-Homepage-Log in-Checkout-Courses-Pricing-Checkout-Homepage-Log in-Checkout
454666,2818377-2818443-3618833-3624926-3624988,Annual,Log in-Checkout-Coupon
454953,2784304-2796618-2984198-2984207-3021787-3021844-3023008-3050782-3080211-3088117-3561536-3572864-3572877-3572884,Monthly,Sign up-Log in-Sign up-Log in-Other-Log in-Other-Log in-Other-Sign up-Log in-Other-Log in-Other-Sign up-Log in-Checkout
455041,2792200-4191781-4191799-4526076,Quarterly,Sign up-Log in-Checkout
455122,2799847-2799895-2800132-2856295-2856575-2858922-3081602-3447439-3448331,Annual,Career tracks-Courses-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
455204,2810317-2811548-3456754-3457175-3457972-3458005-3458014,Monthly,Courses-Sign up-Homepage-Courses-Homepage-Courses-Sign up-Courses-Log in-Checkout
455234,2818226-2818313-3681386-3699848,Annual,Log in-Sign up-Homepage-Courses-Coupon
455343,2831102-3589603-3589628,Annual,Checkout-Homepage-Career track certificate-Career tracks-Coupon
455568,84718-97306-110342-120368-134725-418014-448656-448689-496018-514764-514785-515392-640681-646992-662945-688602-741407-808171-2847176-2847193-2847847-2867583-2906262-3408270-3484255-3496064-3543665-3547711-3582306-3586315-3595786-3603732-3603783-3603817-3603843-3603848,Annual,Homepage-Log in-Homepage-Sign up-Homepage-Pricing-Courses-Sign up-Log in-Homepage-Sign up-Log in-Homepage-Pricing-Checkout-Homepage-Log in-Sign up-Log in-Checkout
456100,2876294-2952235-3636945-3636968,Annual,Sign up-Homepage-Upcoming courses-Courses-Career track certificate-Coupon-Homepage-Log in-Other
456261,2887458-3242064-3249686-3266112-3282405-3317515-3334257-3342703-3376167-3388748-3395778-3401565-3402565-3402576-3402681-3402710-3402772-3403871-3411965-3425102-3425115-3425137-3425630-3425667-3426339-3430246-3430255-3436783-3442164,Monthly,Sign up-Homepage-Log in-Checkout-Sign up-Log in-Checkout-Log in-Checkout-Homepage-Log in-Checkout
